3.78
5.08
4.81
4.62
3.84
4.24
4.6
5.01
3.95
5.32
4.38
4.83
4.25
5.5
3.99
5.6
3.45
5.34
5.04
4.32
4.53
3.51
4.76
3.13
3.84
5.02
4.43
5.52
3.45
5.57
5.32
4.29
3.4
4.85
4.76
4.53
5.21
4.17
3.11
3.99
3.72
4.8
5.5
4.12
5.83
3.2
3.15
4.14
5.81
4.66
4.01
4.02
5.07
4.79
4.45
4.48
4.32
4.79
4.94
5.04
4.28
5.27
4.22
3.4
4.6
3.85
2.98
3.66
4.24
5.36
5.46
5.2
5.5
4.49
4.99
5.91
4.09
3.93
3.73
3.75
4.82
4.75
4.42
6.38
4.93
4.41
5.12
4.77
4.77
4.28
4.17
4.71
4.62
3.64
3.79
5.43
5.86
4.19
4.86
5.49
3.39
5.77
4.99
5.54
3.73
5
5.16
4.07
3.31
4.9
4.13
4.4
4.85
3.61
4.75
3.9
4.78
4.24
5
3.48
5.2
4.23
3.73
5.89
4.6
4.89
4.31
5.18
4.81
6.06
4.87
4.77
4.41
3.21
4.92
3.32
4.21
5.29
4.8
4.64
2.82
5.44
3.32
3.42
4.94
3.94
3.48
4.94
4.35
3.75
4.05
4.62
5.12
4.33
4.05
3.09
3.63
5.07
4.68
4.88
5.2
3.99
5.13
4.28
3.89
4.71
5.48
3.84
5.04
4.41
4.53
3.56
4.43
4.77
4.68
4.65
4.52
4.94
4.97
3.82
4.59
4.3
4.21
5.08
4
4.26
5.67
4.06
3.16
3.54
3.84
3.6
3.97
4.63
4.77
5.24
5.03
5.38
3.54
4.11
3.62
4.32
3.08
4.71
3.42
3.67
3.32
4.58
3.97
4.79
3.26
4.02
4.01
3.19
4.22
4.15
4.53
3.85
3.64
3.31
7.07
4.74
3.34
4.6
3.53
4.6
4.92
4.81
4.58
6.49
4
3.3
3.99
4.48
4.85
5.4
3.7
4.18
4.78
4.9
3.38
4.83
4.35
4.26
4.18
3.52
4.33
5.22
4.23
5.57
3.83
4.81
3.76
4.65
4.1
3.32
5.52
6.26
4.74
3.13
5.16
3.5
4.61
3.92
5.49
4.11
4.2
5.35
4.39
4.99
4.05
4.96
4.95
3.87
3.67
3.26
5.07
2.79
3.87
2.93
3.84
4.15
5.15
3.29
4.84
5.14
5.13
3.95
4.73
4.3
4.11
3.76
3.6
3.73
3.6
4.55
4.49
3.21
3.64
3.79
3.4
4.13
3.98
