Column_4
3.79
5.32
4.03
3.92
3.50
3.37
4.23
3.44
3.79
4.33
4.02
4.29
3.45
3.96
2.90
4.20
2.96
4.73
4.74
3.00
4.95
3.62
4.73
3.67
3.25
4.98
5.00
5.01
2.93
5.98
4.19
3.85
3.83
3.62
4.53
2.94
3.92
5.14
3.45
3.79
3.93
4.52
4.22
4.01
7.26
4.94
2.93
4.67
4.20
4.57
5.00
3.78
4.45
4.21
3.89
3.41
4.80
4.38
3.94
5.29
4.19
4.38
4.61
3.51
4.46
3.50
3.24
3.37
3.72
4.88
4.86
5.39
5.41
4.90
6.08
5.57
4.21
3.73
3.86
3.15
4.25
4.85
4.06
4.42
4.91
3.95
5.64
5.24
4.85
2.95
3.56
3.75
4.14
4.14
3.28
4.83
6.16
4.30
5.41
4.67
3.91
5.01
4.62
4.17
4.26
3.90
6.01
3.98
3.33
4.30
4.59
4.23
4.42
3.14
5.71
3.57
5.56
5.07
3.62
3.64
5.03
4.42
3.71
6.46
4.33
7.66
4.08
5.02
4.26
5.33
4.30
4.22
3.87
3.36
4.81
3.86
4.22
6.33
4.71
4.84
3.39
4.43
3.62
3.81
4.91
3.92
3.44
3.55
4.98
3.44
4.09
4.28
5.39
4.75
4.08
3.53
3.80
5.01
4.31
4.47
4.44
3.79
3.95
6.23
3.41
4.93
5.38
4.25
4.73
4.30
5.30
2.97
5.09
4.06
4.31
4.48
4.26
4.69
4.99
3.51
5.03
3.97
4.56
4.50
4.18
5.02
5.21
4.75
3.80
3.68
3.80
4.04
3.95
4.22
3.89
5.49
5.15
4.82
3.32
4.43
3.33
4.59
5.12
5.16
3.95
4.27
3.64
3.64
3.95
4.33
4.00
5.07
3.80
4.04
3.84
3.80
4.90
4.22
4.53
4.51
4.95
4.49
3.44
4.79
3.11
3.79
4.25
4.70
3.37
5.16
6.44
4.07
4.36
3.64
4.69
5.59
4.19
4.16
4.88
4.14
3.25
4.44
2.58
4.21
4.88
4.51
4.07
4.35
4.21
4.43
4.52
5.36
3.52
6.54
4.38
4.05
4.64
5.36
5.06
4.41
3.36
3.30
4.63
3.99
4.90
4.13
3.44
4.13
4.10
5.19
4.34
5.28
3.20
3.61
3.27
4.02
4.50
2.63
4.04
3.47
4.07
3.39
4.12
4.13
4.18
4.52
5.38
3.62
4.44
3.94
4.08
4.37
3.85
3.80
4.07
4.79
4.62
4.05
2.70
3.41
3.31
4.72
3.97
3.84
3.96
3.26
5.04
5.86
4.95
3.47
4.32
3.93
4.16
5.21
4.99
2.78
3.29
4.22
3.82
4.06
3.54
4.52
2.52
5.15
3.38
3.03
4.80
4.82
5.17
6.55
5.60
6.11
4.82
6.14
4.18
4.57
3.74
5.87
5.47
4.77
5.96
4.99
5.15
5.65
5.65
5.18
4.95
5.27
5.07
5.57
5.24
3.35
5.43
6.32
5.86
4.73
5.79
5.20
5.05
4.74
5.96
5.13
4.31
5.36
4.79
4.45
5.78
5.39
4.90
5.48
5.60
7.29
5.05
4.46
6.47
4.95
5.55
6.36
6.52
6.09
4.74
5.31
4.99
5.02
5.89
5.77
8.23
5.47
5.00
5.43
4.32
5.87
5.95
5.40
5.00
6.41
5.50
4.24
6.51
5.80
3.71
3.73
7.36
5.85
4.59
7.12
4.49
5.61
3.97
5.20
4.37
4.42
5.79
5.06
5.72
5.40
4.34
6.74
5.54
3.40
5.49
5.76
5.65
5.27
6.54
4.83
5.26
4.05
4.69
5.47
4.83
5.45
4.70
5.79
5.62
5.15
4.79
6.21
5.91
9.64
4.94
5.19
4.55
5.29
5.17
5.77
4.35
6.33
10.80
4.47
4.97
6.21
6.70
4.56
5.01
6.14
4.95
6.06
5.85
5.48
5.39
5.53
4.09
5.65
4.25
5.78
5.23
5.01
5.01
4.60
5.06
5.39
6.13
4.76
