5.06,5.45,5.60,5.62,6.41,4.20,4.98,,,05-06:,"alpha_1 = 15.2721294919689 , alpha_2 = 101.019783302973 , beta_1 = 0.44799740015353 , beta_2 = 0.313600526319013",,,,,,,,
4.80,4.74,3.45,4.04,3.87,2.96,2.95,,,05-07:,"alpha_1 = 12.8279028318278 , alpha_2 = 41.3211537730438 , beta_1 = 0.44799740015353 , beta_2 = 0.427364159834976",,,,,,,,
5.86,5.33,5.34,5.29,5.73,4.73,4.49,,,05-10:,"alpha_1 = 10.2050977156324 , alpha_2 = 55.2487423251207 , beta_1 = 0.44799740015353 , beta_2 = 0.689843715235231",,,,,,,,
4.80,6.69,5.04,5.61,4.39,4.74,4.95,,,05-11:,"alpha_1 = 12.3100817182608 , alpha_2 = 50.7607409562157 , beta_1 = 0.44799740015353 , beta_2 = 0.433728339688808",,,,,,,,
4.27,3.89,4.32,4.90,5.10,3.00,4.27,,,07-10:,"alpha_1 = 10.8858534145402 , alpha_2 = 29.6885771230579 , beta_1 = 0.427364159834976 , beta_2 = 0.689843715235231",,,,,,,,
6.14,5.69,4.53,5.10,6.08,4.95,3.90,,,07-11:,"alpha_1 = 12.9908374171685 , alpha_2 = 46.5566525590541 , beta_1 = 0.427364159834976 , beta_2 = 0.433728339688808",,,,,,,,
3.72,4.95,3.51,4.23,4.30,3.62,3.11,,,10-11:,"alpha_1 = 10.3680323009731 , alpha_2 = 43.1663901791701 , beta_1 = 0.689843715235231 , beta_2 = 0.433728339688808",,,,,,,,
5.22,6.64,4.76,5.84,6.07,4.73,4.58,,,,,,,,,,,,
3.36,4.04,3.13,2.86,3.24,3.67,3.00,,,,,,,,,,,,
3.38,5.27,3.84,3.64,4.04,3.25,3.22,,,,,,,,,,,,
5.50,6.15,5.02,5.67,5.69,4.98,4.81,,,,,,,,,,,,
5.11,6.58,4.43,5.17,4.82,5.00,4.78,,,,,,,,,,,,
5.49,7.96,5.52,6.19,6.23,5.01,4.89,,,,,,,,,,,,
3.41,3.85,3.45,4.45,4.32,2.93,3.20,,,,,,,,,,,,
4.89,5.44,5.57,5.11,5.87,5.98,5.08,,,,,,,,,,,,
4.99,5.18,5.32,4.78,4.51,4.19,3.77,,,,,,,,,,,,
4.95,5.55,4.29,5.02,4.37,3.85,4.16,,,,,,,,,,,,
3.78,5.21,3.40,4.04,4.03,3.83,4.18,,,,,,,,,,,,
5.18,5.96,4.85,6.03,5.01,3.62,4.38,,,,,,,,,,,,
5.13,7.00,4.76,5.46,5.04,4.53,5.74,,,,,,,,,,,,
3.91,5.27,4.53,4.90,3.83,2.94,4.93,,,,,,,,,,,,
6.32,6.08,5.21,4.99,5.09,3.92,4.59,,,,,,,,,,,,
5.48,8.00,4.17,6.30,5.38,5.14,5.02,,,,,,,,,,,,
3.67,5.68,3.11,4.90,4.94,3.45,3.96,,,,,,,,,,,,
5.24,6.46,3.99,5.26,5.45,3.79,4.94,,,,,,,,,,,,
4.13,4.76,3.72,4.92,4.89,3.93,4.58,,,,,,,,,,,,
5.42,6.81,4.80,5.69,5.57,4.52,4.90,,,,,,,,,,,,
4.84,6.45,5.50,5.20,7.17,4.22,5.32,,,,,,,,,,,,
4.44,5.49,4.12,5.20,5.02,4.01,4.50,,,,,,,,,,,,
6.00,7.15,5.83,6.55,5.52,7.26,4.74,,,,,,,,,,,,
3.79,5.76,3.20,5.16,4.56,4.94,3.80,,,,,,,,,,,,
2.70,4.55,3.15,3.90,2.72,2.93,3.13,,,,,,,,,,,,
4.45,5.69,4.14,4.98,3.47,4.67,4.46,,,,,,,,,,,,
4.81,6.11,5.81,5.56,4.15,4.20,4.83,,,,,,,,,,,,
4.85,8.56,4.66,5.82,8.08,4.57,7.31,,,,,,,,,,,,
5.61,7.30,4.01,4.81,5.95,5.00,5.34,,,,,,,,,,,,
4.89,5.33,4.02,4.80,5.02,3.78,4.93,,,,,,,,,,,,
4.80,6.26,5.07,4.79,4.64,4.45,5.04,,,,,,,,,,,,
4.49,5.67,4.79,4.69,6.36,4.21,5.36,,,,,,,,,,,,
4.36,5.11,4.45,4.89,4.10,3.89,4.29,,,,,,,,,,,,
4.96,5.32,4.48,4.33,3.92,3.41,3.85,,,,,,,,,,,,
5.86,6.89,4.32,5.03,5.29,4.80,5.95,,,,,,,,,,,,
3.94,5.88,4.79,5.48,5.58,4.38,4.64,,,,,,,,,,,,
